geo,cluster13,region,nation,fips,1876_D,1876_R,1876_O,1876_T,1880_D,1880_R,1880_O,1880_T,1884_D,1884_R,1884_O,1884_T,1888_D,1888_R,1888_O,1888_T,1892_D,1892_R,1892_O,1892_T,1896_D,1896_R,1896_O,1896_T,1900_D,1900_R,1900_O,1900_T,1904_D,1904_R,1904_O,1904_T,1908_D,1908_R,1908_O,1908_T,1912_D,1912_R,1912_O,1912_T,1916_D,1916_R,1916_O,1916_T,1920_D,1920_R,1920_O,1920_T,1924_D,1924_R,1924_O,1924_T,1928_D,1928_R,1928_O,1928_T,1932_D,1932_R,1932_O,1932_T,1936_D,1936_R,1936_O,1936_T,1940_D,1940_R,1940_O,1940_T,1944_D,1944_R,1944_O,1944_T,1948_D,1948_R,1948_O,1948_T,1952_D,1952_R,1952_O,1952_T,1956_D,1956_R,1956_O,1956_T,1960_D,1960_R,1960_O,1960_T,1964_D,1964_R,1964_O,1964_T,1968_D,1968_R,1968_O,1968_T,1972_D,1972_R,1972_O,1972_T,1976_D,1976_R,1976_O,1976_T,1980_D,1980_R,1980_O,1980_T,1984_D,1984_R,1984_O,1984_T,1988_D,1988_R,1988_O,1988_T,1992_D,1992_R,1992_O,1992_T,1996_D,1996_R,1996_O,1996_T,2000_D,2000_R,2000_O,2000_T,2004_D,2004_R,2004_O,2004_T,2008_D,2008_R,2008_O,2008_T,2012_D,2012_R,2012_O,2012_T,2016_D,2016_R,2016_O,2016_T,2020_D,2020_R,2020_O,2020_T,2024_D,2024_R,2024_O,2024_T
"Chautauqua County, Kansas",8,Prairie,Midlands,0500000US20019,,,,,,,,,,,,,,,,,0,"1,292","1,414","2,706","1,293","1,359",17,"2,669","1,280","1,618",19,"2,917",681,"2,033",299,"3,013",958,"1,689",159,"2,806",752,818,"1,039","2,609","1,737","2,085",374,"4,196",936,"2,539",227,"3,702","1,087","2,439",540,"4,066",944,"3,303",101,"4,348","2,263","1,893",204,"4,360","2,080","2,506",13,"4,599","1,679","2,888",39,"4,606","1,106","2,305",10,"3,421","1,261","1,925",58,"3,244",837,"2,542",21,"3,400",887,"2,180",10,"3,077",885,"2,160",17,"3,062","1,163","1,463",14,"2,640",478,"1,537",331,"2,346",378,"1,546",58,"1,982",866,"1,159",53,"2,078",543,"1,566",78,"2,187",497,"1,688",20,"2,205",661,"1,247",26,"1,934",598,853,622,"2,073",568,"1,142",250,"1,960",443,"1,347",90,"1,880",404,"1,529",27,"1,960",401,"1,418",33,"1,852",280,"1,304",46,"1,630",197,"1,236",48,"1,481",212,"1,402",25,"1,639",211,"1,299",18,"1,528"
"Cherokee County, Kansas",10,Prairie,Greater Appalachian,0500000US20021,,,,,,,,,,,,,,,,,0,"3,751","2,757","6,508","5,108","3,505",106,"8,719","5,302","4,478",131,"9,911","2,253","4,586","1,378","8,217","3,819","3,893","1,083","8,795","2,641","1,994","2,878","7,513","6,188","4,350","1,047","11,585","3,832","5,466",492,"9,790","3,071","5,437","1,770","10,278","3,442","7,478",376,"11,296","7,442","4,045",393,"11,880","7,894","5,445",69,"13,408","6,670","6,600",126,"13,396","4,468","5,458",62,"9,988","4,854","4,616",193,"9,663","4,597","6,261",56,"10,914","4,112","5,824",39,"9,975","4,366","5,753",73,"10,192","5,720","3,730",47,"9,497","3,597","4,211","1,064","8,872","2,806","6,019",155,"8,980","5,154","3,957",107,"9,218","3,969","5,296",397,"9,662","3,663","5,801",89,"9,553","4,069","4,281",52,"8,402","4,083","3,589","2,085","9,757","3,771","4,138","1,134","9,043","3,783","5,014",333,"9,130","3,726","6,083",104,"9,913","3,594","5,886",185,"9,665","2,930","5,456",185,"8,571","2,005","6,182",531,"8,718","2,194","6,766",168,"9,128","1,970","6,584",186,"8,740"
"Cheyenne County, Kansas",8,Prairie,Far West,0500000US20023,,,,,,,,,,,,,,,,,0,486,515,"1,001",322,327,11,660,286,348,9,643,96,446,70,612,339,486,70,895,301,140,441,882,787,498,282,"1,567",471,"1,079",179,"1,729",485,"1,119",617,"2,221",586,"1,466",54,"2,106","1,716",979,134,"2,829","1,673","1,241",11,"2,925",971,"1,760",13,"2,744",736,"1,610",22,"2,368",978,"1,219",81,"2,278",597,"1,915",20,"2,532",663,"1,479",8,"2,150",636,"1,622",13,"2,271",886,"1,147",7,"2,040",412,"1,423",179,"2,014",399,"1,440",68,"1,907",758,"1,008",39,"1,805",358,"1,330",112,"1,800",356,"1,442",26,"1,824",594,"1,105",44,"1,743",407,863,485,"1,755",422,"1,211",179,"1,812",350,"1,312",65,"1,727",320,"1,353",19,"1,692",323,"1,148",27,"1,498",233,"1,159",34,"1,426",181,"1,173",53,"1,407",224,"1,183",22,"1,429",201,"1,166",31,"1,398"
"Clark County, Kansas",8,Prairie,Midlands,0500000US20025,,,,,,,,,,,,,,,,,0,305,228,533,191,182,1,374,199,201,9,409,131,246,28,405,350,386,38,774,485,162,467,"1,114","1,102",653,144,"1,899",610,923,59,"1,592",410,969,259,"1,638",419,"1,383",8,"1,810","1,152",938,16,"2,106","1,457",899,2,"2,358","1,079","1,072",16,"2,167",741,950,15,"1,706",777,999,31,"1,807",479,"1,410",35,"1,924",529,"1,243",8,"1,780",538,"1,286",6,"1,830",881,777,7,"1,665",446,920,213,"1,579",311,"1,142",49,"1,502",680,761,28,"1,469",430,901,86,"1,417",324,"1,075",27,"1,426",409,876,30,"1,315",293,676,344,"1,313",334,855,126,"1,315",292,926,43,"1,261",257,"1,014",20,"1,291",245,897,17,"1,159",174,805,38,"1,017",120,825,67,"1,012",143,904,20,"1,067",129,867,18,"1,014"
"Clay County, Kansas",8,Prairie,Midlands,0500000US20027,,,,,,,,,,,,,,,,,0,"2,038","1,767","3,805","1,929","1,655",49,"3,633","1,826","2,001",61,"3,888",403,"2,262",634,"3,299","1,495","1,858",155,"3,508","1,373",843,"1,499","3,715","2,632","2,692",320,"5,644","1,155","3,521",168,"4,844","1,417","3,767",802,"5,986","1,515","4,457",72,"6,044","3,289","3,115",187,"6,591","3,441","3,525",21,"6,987","2,067","4,699",70,"6,836","1,391","4,101",49,"5,541","1,804","3,763",144,"5,711",831,"5,059",71,"5,961","1,034","4,378",49,"5,461","1,246","3,937",43,"5,226","1,806","3,030",37,"4,873",926,"3,335",374,"4,635",887,"3,562",93,"4,542","1,610","3,085",137,"4,832",932,"3,449",286,"4,667",919,"3,559",41,"4,519","1,112","2,997",48,"4,157",947,"2,198","1,445","4,590",963,"2,793",421,"4,177",951,"2,998",139,"4,088",793,"3,174",43,"4,010","1,009","2,998",47,"4,054",834,"2,788",64,"3,686",677,"2,891",290,"3,858",894,"3,177",111,"4,182",844,"3,062",93,"3,999"
"Cloud County, Kansas",2,Prairie,Midlands,0500000US20029,,,,,,,,,,,,,,,,,0,"2,268","1,989","4,257","2,129","1,718",46,"3,893","2,045","2,315",103,"4,463",626,"2,470",560,"3,656","1,663","2,170",321,"4,154","1,658",899,"1,569","4,126","3,837","2,870",483,"7,190","1,534","4,090",234,"5,858","1,238","4,342","1,359","6,939","2,376","5,286",83,"7,745","4,457","3,120",235,"7,812","4,546","4,208",31,"8,785","3,327","5,275",126,"8,728","2,391","4,377",107,"6,875","2,891","4,018",246,"7,155","1,793","5,580",44,"7,417","2,008","4,466",35,"6,509","2,607","4,045",25,"6,677","3,314","2,680",49,"6,043","2,132","3,282",429,"5,843","1,806","3,832",135,"5,773","2,976","2,954",131,"6,061","1,793","3,581",443,"5,817","1,880","3,860",71,"5,811","2,022","3,043",63,"5,128","1,720","2,131","1,597","5,448","1,615","2,743",660,"5,018","1,314","2,918",271,"4,503","1,210","3,221",72,"4,503","1,233","3,121",97,"4,451",974,"2,954",130,"4,058",761,"2,919",275,"3,955",920,"3,242",101,"4,263",757,"3,166",74,"3,997"
"Coffey County, Kansas",8,Prairie,Midlands,0500000US20031,,,,,,,,,,,,,,,,,0,"1,886","1,835","3,721","2,194","2,000",76,"4,270","2,066","2,159",54,"4,279","1,280","2,164",200,"3,644","1,729","2,094",100,"3,923","1,581",681,"1,374","3,636","3,121","2,799",222,"6,142","1,785","3,370",94,"5,249","1,631","3,552",503,"5,686","1,514","4,342",27,"5,883","3,389","2,707",88,"6,184","2,662","3,900",16,"6,578","2,272","4,164",44,"6,480","1,660","3,461",23,"5,144","1,796","2,945",71,"4,812","1,239","3,731",19,"4,989","1,247","3,286",16,"4,549","1,263","2,925",9,"4,197","1,594","1,998",14,"3,606",933,"2,223",369,"3,525",782,"2,667",74,"3,523","1,549","2,145",89,"3,783",938,"2,491",173,"3,602","1,037","3,063",39,"4,139","1,246","2,581",43,"3,870","1,021","1,824","1,453","4,298","1,118","2,369",603,"4,090","1,196","2,700",144,"4,040","1,093","3,259",56,"4,408","1,121","3,054",57,"4,232",898,"2,903",105,"3,906",727,"3,050",291,"4,068",964,"3,489",112,"4,565",934,"3,371",91,"4,396"
"Comanche County, Kansas",8,Prairie,Midlands,0500000US20033,,,,,,,,,,,,,,,,,0,310,259,569,172,142,2,316,194,249,11,454,129,272,28,429,245,392,20,657,377,148,609,"1,134",963,732,204,"1,899",612,"1,121",45,"1,778",432,"1,049",260,"1,741",385,"1,554",4,"1,943","1,175",945,32,"2,152","1,428",932,3,"2,363",880,"1,322",20,"2,222",642,"1,048",15,"1,705",650,"1,077",13,"1,740",374,"1,443",10,"1,827",461,"1,238",11,"1,710",460,"1,187",5,"1,652",818,694,12,"1,524",451,906,89,"1,446",281,"1,052",30,"1,363",630,719,15,"1,364",393,877,70,"1,340",285,993,15,"1,293",375,738,10,"1,123",325,636,324,"1,285",298,691,138,"1,127",211,760,35,"1,006",200,770,11,981,194,765,15,974,143,767,18,928,102,715,50,867,126,762,28,916,127,701,15,843
"Cowley County, Kansas",2,Prairie,Midlands,0500000US20035,,,,,,,,,,,,,,,,,0,"3,896","4,013","7,909","3,410","2,871",79,"6,360","3,436","3,679",174,"7,289","1,456","3,961","1,042","6,459","2,995","2,578",505,"6,078","2,539","1,113","3,414","7,066","5,962","5,297",816,"12,075","4,733","7,352",329,"12,414","3,161","8,529","2,887","14,577","2,818","12,701",202,"15,721","8,681","7,657",788,"17,126","10,805","8,378",72,"19,255","8,115","9,684",136,"17,935","6,577","8,453",90,"15,120","7,042","8,102",397,"15,541","5,242","11,454",116,"16,812","3,753","6,734",46,"10,533","6,205","10,276",99,"16,580","7,591","7,092",114,"14,797","5,014","8,070","1,777","14,861","3,592","10,332",729,"14,653","7,095","7,513",323,"14,931","5,474","8,749","1,089","15,312","5,193","10,008",198,"15,399","6,186","7,778",322,"14,286","5,405","5,422","4,957","15,784","5,588","7,872","2,039","15,499","5,535","8,080",595,"14,210","4,818","9,407",222,"14,447","5,012","8,492",283,"13,787","4,319","8,081",310,"12,710","3,551","8,270",800,"12,621","4,273","9,656",302,"14,231","3,919","9,360",275,"13,554"
"Crawford County, Kansas",6,Prairie,Greater Appalachian,0500000US20037,,,,,,,,,,,,,,,,,0,"4,164","3,150","7,314","4,757","3,868",87,"8,712","4,824","4,722",158,"9,704","2,057","5,910","2,162","10,129","4,230","5,152","1,686","11,068","2,781","2,676","5,180","10,637","8,064","7,067","3,408","18,539","5,362","7,957","1,234","14,553","3,433","9,063","5,509","18,005","6,351","10,992",299,"17,642","10,994","6,884",523,"18,401","12,974","8,596",66,"21,636","11,002","10,143",130,"21,275","8,211","9,017",83,"17,311","9,005","8,229",581,"17,815","8,349","10,646",79,"19,074","7,799","9,578",60,"17,437","8,325","9,383",69,"17,777","10,282","6,286",76,"16,644","7,191","7,344","1,678","16,213","6,683","9,652",302,"16,637","9,021","7,225",258,"16,504","7,658","8,058","1,139","16,855","6,722","9,518",141,"16,381","7,783","6,940",127,"14,850","7,366","5,468","3,757","16,591","7,504","6,447","1,929","15,880","7,076","7,160",798,"15,034","7,617","8,626",284,"16,527","7,957","7,735",383,"16,075","6,826","7,708",506,"15,040","5,199","8,624","1,251","15,074","6,179","10,045",421,"16,645","5,956","10,084",377,"16,417"
"Decatur County, Kansas",8,Prairie,Midlands,0500000US20039,,,,,,,,,,,,,,,,,0,983,621,"1,604","1,032",594,7,"1,633","1,158",848,24,"2,030",411,"1,215",409,"2,035","1,250",898,135,"2,283",955,256,509,"1,720","2,431","1,007",193,"3,631","1,221","1,448",140,"2,809","1,218","1,621",618,"3,457","1,129","2,314",35,"3,478","2,422","1,439",108,"3,969","2,362","1,727",15,"4,104","1,546","2,018",29,"3,593","1,159","1,758",17,"2,934","1,402","1,545",58,"3,005",821,"2,451",16,"3,288",920,"2,028",9,"2,957","1,038","1,846",8,"2,892","1,314","1,382",16,"2,712",652,"1,654",210,"2,516",616,"1,707",108,"2,431","1,011","1,232",93,"2,336",443,"1,642",165,"2,250",467,"1,770",28,"2,265",793,"1,291",64,"2,148",576,940,573,"2,089",417,"1,255",172,"1,844",424,"1,255",80,"1,759",355,"1,355",30,"1,740",343,"1,189",16,"1,548",266,"1,218",48,"1,532",178,"1,210",69,"1,457",218,"1,260",20,"1,498",215,"1,217",22,"1,454"
"Dickinson County, Kansas",8,Prairie,Midlands,0500000US20041,,,,,,,,,,,,,,,,,0,"2,647","2,484","5,131","2,399","2,291",52,"4,742","2,352","2,771",112,"5,235","1,219","3,185",358,"4,762","2,282","2,886",246,"5,414","2,182",988,"2,225","5,395","4,974","4,323",296,"9,593","2,387","5,761",189,"8,337","1,690","6,178","1,698","9,566","2,246","7,758",66,"10,070","5,339","5,320",190,"10,849","5,313","5,936",34,"11,283","3,957","6,931",70,"10,958","3,190","6,227",29,"9,446","3,815","5,918",134,"9,867","1,967","8,969",31,"10,967","2,452","7,422",34,"9,908","3,054","6,956",45,"10,055","4,070","4,704",73,"8,847","2,399","5,574",693,"8,666","1,957","6,515",175,"8,647","3,672","4,759",186,"8,617","2,108","5,654",597,"8,359","2,168","6,487",116,"8,771","2,870","5,121",101,"8,092","2,518","3,851","2,852","9,221","2,423","5,174",951,"8,548","2,413","5,243",436,"8,092","2,364","6,295",132,"8,791","2,422","6,081",164,"8,667","2,020","5,832",190,"8,042","1,609","6,029",572,"8,210","2,060","7,126",163,"9,349","1,989","7,014",141,"9,144"
"Doniphan County, Kansas",4,Prairie,Midlands,0500000US20043,,,,,,,,,,,,,,,,,0,"1,185","2,170","3,355","1,332","2,549",18,"3,899","1,244","2,464",30,"3,738",713,"2,361",73,"3,147","1,113","2,307",60,"3,480","1,017","1,321","1,037","3,375","1,916","2,826",126,"4,868",978,"3,369",59,"4,406","1,072","3,789",345,"5,206","1,496","4,002",11,"5,509","2,532","2,748",69,"5,349","2,749","3,791",19,"6,559","1,986","4,204",20,"6,210","1,261","3,230",0,"4,491","1,555","2,785",29,"4,369","1,175","3,711",16,"4,902","1,197","3,130",12,"4,339","1,383","2,882",12,"4,277","1,856","1,952",16,"3,824",958,"2,402",434,"3,794",690,"2,856",97,"3,643","1,428","2,469",72,"3,969","1,001","2,523",195,"3,719",962,"2,818",40,"3,820","1,312","2,162",40,"3,514","1,177","1,579","1,217","3,973","1,050","1,962",42,"3,054","1,134","2,350",165,"3,649","1,065","2,491",47,"3,603","1,115","2,372",77,"3,564",902,"2,414",87,"3,403",587,"2,606",202,"3,395",686,"2,976",47,"3,709",626,"2,899",67,"3,592"
"Douglas County, Kansas",1,Prairie,Midlands,0500000US20045,,,,,,,,,,,,,,,,,0,"2,174","3,260","5,434","2,573","3,582",85,"6,240","2,333","3,453",111,"5,897",989,"3,574",249,"4,812","2,010","3,279",119,"5,408","1,888","1,133","2,182","5,203","3,834","4,975",426,"9,235","2,197","6,266",94,"8,557","1,922","8,052",726,"10,700","2,297","8,887",108,"11,292","4,833","7,346",342,"12,521","4,961","8,324",96,"13,381","3,727","9,146",141,"13,014","3,886","8,224",79,"12,189","4,778","9,287",389,"14,454","3,765","11,095",64,"14,924","4,283","11,029",39,"15,351","5,690","11,337",38,"17,065","9,416","7,825",112,"17,353","6,936","10,533","2,114","19,583","11,646","15,316",565,"27,527","11,922","14,277","1,643","27,842","9,360","14,106","5,318","28,784","12,880","18,975",378,"32,233","15,752","16,149",460,"32,361","19,439","12,949","9,877","42,265","18,116","16,116","3,568","37,800","18,249","17,062","4,527","39,838","28,634","20,544",933,"50,111","34,398","17,929","1,071","53,398","29,267","17,401","1,796","48,464","31,195","14,688","5,148","51,031","40,785","17,286","1,424","59,495","39,582","17,523","1,602","58,707"
"Edwards County, Kansas",2,Prairie,Midlands,0500000US20047,,,,,,,,,,,,,,,,,0,472,404,876,479,322,7,808,502,523,19,"1,044",328,816,125,"1,269",704,773,62,"1,539",764,276,680,"1,720","1,431","1,158",249,"2,838",681,"1,782",77,"2,540",548,"1,929",403,"2,880",768,"2,171",20,"2,959","1,693","1,420",85,"3,198","1,986","1,394",3,"3,383","1,219","1,886",31,"3,136",876,"1,669",19,"2,564","1,083","1,627",88,"2,798",647,"2,192",30,"2,869",771,"1,816",10,"2,597",986,"1,588",10,"2,584","1,427",932,18,"2,377",832,"1,243",189,"2,264",757,"1,534",86,"2,377","1,304","1,001",52,"2,357",616,"1,409",179,"2,204",606,"1,352",44,"2,002",792,993,58,"1,843",567,769,589,"1,925",539,"1,088",188,"1,815",447,"1,062",54,"1,563",386,"1,084",26,"1,496",333,995,29,"1,357",298,"1,059",28,"1,385",212,"1,037",70,"1,319",271,"1,141",19,"1,431",210,"1,027",13,"1,250"
"Elk County, Kansas",8,Prairie,Midlands,0500000US20049,,,,,,,,,,,,,,,,,0,"1,369","1,248","2,617","1,464","1,339",12,"2,815","1,311","1,632",13,"2,956",706,"1,713",120,"2,539","1,187","1,454",46,"2,687",971,605,935,"2,511","2,053","1,769",204,"4,026","1,110","2,253",89,"3,452","1,104","2,443",255,"3,802",831,"3,007",42,"3,880","2,239","1,746",72,"4,057","2,059","2,355",9,"4,423","1,478","2,774",31,"4,283",954,"2,283",9,"3,246","1,087","1,962",26,"3,075",717,"2,380",19,"3,116",812,"1,909",10,"2,731",823,"1,830",20,"2,673",994,"1,267",12,"2,273",503,"1,327",223,"2,053",428,"1,522",52,"2,002",865,"1,087",30,"1,982",482,"1,280",75,"1,837",452,"1,301",32,"1,785",608,"1,075",23,"1,706",485,748,509,"1,742",488,933,222,"1,643",402,"1,080",68,"1,550",369,"1,119",27,"1,515",363,"1,042",29,"1,434",281,"1,049",39,"1,369",160,"1,048",51,"1,259",195,"1,140",26,"1,361",191,"1,123",24,"1,338"
"Ellis County, Kansas",10,Prairie,Midlands,0500000US20051,,,,,,,,,,,,,,,,,0,"1,069",560,"1,629","1,051",460,22,"1,533","1,228",627,14,"1,869",928,"1,009",39,"1,976","1,421",768,37,"2,226","1,381",175,573,"2,129","2,335","1,186",87,"3,608",740,"2,385",48,"3,173",842,"1,763","1,197","3,802","3,364","1,700",11,"5,075","4,449","1,465",56,"5,970","4,834","1,622",13,"6,469","3,299","3,622",25,"6,946","2,218","3,369",16,"5,603","3,863","2,676",67,"6,606","2,528","4,882",3,"7,413","3,058","4,466",4,"7,528","5,815","3,156",6,"8,977","5,553","2,440",27,"8,020","3,809","3,944",688,"8,441","4,113","5,463",237,"9,813","6,280","4,719",241,"11,240","3,940","5,634","1,150","10,724","3,457","7,509",133,"11,099","5,289","5,194",189,"10,672","4,544","3,985","3,924","12,453","4,142","6,809","1,001","11,952","3,926","6,516",718,"11,160","4,033","7,891",263,"12,187","4,010","8,207",230,"12,447","3,057","8,399",258,"11,714","2,742","8,466",854,"12,062","3,737","9,758",305,"13,800","3,511","9,743",314,"13,568"
"Ellsworth County, Kansas",2,Prairie,Midlands,0500000US20053,,,,,,,,,,,,,,,,,0,"1,097","1,116","2,213",992,"1,048",18,"2,058","1,006","1,333",13,"2,352",578,"1,359",49,"1,986","1,039","1,213",39,"2,291","1,045",353,905,"2,303","1,936","1,945",143,"4,024","1,090","2,264",97,"3,451",950,"2,286",654,"3,890","1,588","2,450",30,"4,068","2,928","1,607",63,"4,598","2,990","2,058",7,"5,055","2,237","2,658",15,"4,910","1,678","2,290",6,"3,974","1,879","2,155",45,"4,079","1,068","3,219",24,"4,311","1,351","2,524",14,"3,889","1,488","2,189",10,"3,687","2,118","1,406",13,"3,537","1,060","1,776",251,"3,087","1,028","2,087",86,"3,201","1,573","1,618",55,"3,246",886,"2,155",229,"3,270",905,"2,353",40,"3,298","1,219","1,711",70,"3,000","1,010","1,197","1,032","3,239",899,"2,078",263,"3,240",825,"1,845",169,"2,839",801,"2,259",42,"3,102",851,"2,021",66,"2,938",702,"1,930",80,"2,712",521,"1,969",216,"2,706",648,"2,148",57,"2,853",631,"2,019",43,"2,693"
"Finney County, Kansas",2,Prairie,Far West,0500000US20055,,,,,,,,,,,,,,,,,0,407,584,991,366,505,2,873,336,525,16,877,215,598,82,895,551,"1,000",76,"1,627",573,283,719,"1,575","1,370","1,238",288,"2,896",619,"1,573",89,"2,281",614,"1,753",476,"2,843",709,"2,433",32,"3,174","2,300","2,116",84,"4,500","2,682","1,863",13,"4,558","2,027","2,349",24,"4,400","1,667","2,366",32,"4,065","2,367","2,508",140,"5,015","1,597","4,290",45,"5,932","1,752","3,576",20,"5,348","2,490","3,720",30,"6,240","3,639","2,201",43,"5,883","2,521","3,295",507,"6,323","2,062","4,335",205,"6,602","3,813","3,711",143,"7,667","2,689","4,831",726,"8,246","2,458","6,938",98,"9,494","3,408","5,381",158,"8,947","2,612","5,278","3,043","10,933","2,420","6,188",849,"9,457","2,431","6,442",277,"9,150","2,351","7,479",103,"9,933","3,275","6,926",153,"10,354","2,682","6,219",183,"9,084","3,195","6,350",740,"10,285","4,325","7,236",239,"11,800","3,425","7,166",225,"10,816"
"Ford County, Kansas",2,Prairie,Midlands,0500000US20057,,,,,,,,,,,,,,,,,0,565,648,"1,213",643,555,15,"1,213",610,653,31,"1,294",526,"1,148",98,"1,772","1,089","1,333",80,"2,502","1,125",529,"1,104","2,758","3,044","2,337",420,"5,801","1,879","3,305",155,"5,339","1,551","3,449",948,"5,948","1,870","4,893",72,"6,835","4,442","3,335",238,"8,015","5,335","3,378",17,"8,730","3,954","4,356",72,"8,382","2,994","4,110",77,"7,181","4,396","4,089",177,"8,662","2,748","6,359",114,"9,221","2,710","5,561",49,"8,320","3,792","5,200",25,"9,017","5,221","3,481",59,"8,761","3,191","4,645",961,"8,797","2,804","6,232",249,"9,285","4,934","4,679",214,"9,827","3,194","5,686",781,"9,661","2,914","6,935",98,"9,947","3,817","5,685",195,"9,697","2,635","4,342","3,379","10,356","2,628","5,681",958,"9,267","2,566","6,050",301,"8,917","2,286","6,632",98,"9,016","2,991","5,730",143,"8,864","2,600","5,602",160,"8,362","2,149","5,114",511,"7,774","2,947","5,803",165,"8,915","2,461","5,616",170,"8,247"
"Franklin County, Kansas",4,Prairie,Midlands,0500000US20059,,,,,,,,,,,,,,,,,0,"2,431","2,365","4,796","3,152","2,609",49,"5,810","2,605","2,872",94,"5,571","1,310","2,855",378,"4,543","2,155","2,658",227,"5,040","1,970",672,"2,247","4,889","4,128","3,885",588,"8,601","2,606","5,216",183,"8,005","2,324","6,008",628,"8,960","1,951","7,346",73,"9,370","4,690","4,887",165,"9,742","4,503","6,007",28,"10,538","3,542","6,393",85,"10,020","2,880","5,375",55,"8,310","3,467","5,145",222,"8,834","2,532","6,983",69,"9,584","2,591","6,557",33,"9,181","2,824","6,158",47,"9,029","4,410","3,725",86,"8,221","2,524","4,875",840,"8,239","2,056","6,011",200,"8,267","3,607","4,760",211,"8,578","2,726","5,525",557,"8,808","2,523","6,284",92,"8,899","3,592","4,777",96,"8,465","2,968","3,699","3,216","9,883","3,552","5,007","1,276","9,835","3,321","5,925",412,"9,658","3,921","7,391",164,"11,476","4,433","7,079",227,"11,739","3,694","6,984",312,"10,990","2,892","7,185","1,005","11,082","3,690","8,479",308,"12,477","3,676","8,773",310,"12,759"
"Geary County, Kansas",4,Prairie,Midlands,0500000US20061,,,,,,,,,,,,,,,,,0,"1,113",907,"2,020","1,171","1,051",26,"2,248","1,009","1,240",24,"2,273",591,"1,431",86,"2,108","1,033","1,257",65,"2,355",800,387,"1,039","2,226","1,740","1,731",120,"3,591",962,"2,404",90,"3,456",723,"2,678",636,"4,037","1,203","2,746",22,"3,971","2,705","1,957",121,"4,783","2,973","2,382",12,"5,367","2,504","2,840",50,"5,394","2,107","2,833",33,"4,973","2,810","2,864",86,"5,760","1,750","4,314",52,"6,116","2,078","4,013",32,"6,123","2,365","3,789",29,"6,183","3,419","2,259",67,"5,745","2,228","2,954",645,"5,827","1,708","4,299",133,"6,140","2,843","3,230",123,"6,196","2,357","3,534",413,"6,304","2,296","4,464",61,"6,821","2,721","3,782",70,"6,573","2,559","2,928","2,069","7,556","2,444","3,686",660,"6,790","2,660","3,977",229,"6,866","2,531","4,703",94,"7,328","3,491","4,492",111,"8,094","3,332","4,372",141,"7,845","2,722","4,274",592,"7,588","3,983","5,323",297,"9,603","3,674","5,288",225,"9,187"
"Gove County, Kansas",8,Prairie,Midlands,0500000US20063,,,,,,,,,,,,,,,,,0,248,327,575,204,279,21,504,253,368,9,630,204,470,70,744,456,632,58,"1,146",355,170,391,916,862,642,98,"1,602",285,950,33,"1,268",400,"1,211",176,"1,787",590,"1,470",12,"2,072","1,186","1,043",51,"2,280","1,090","1,107",28,"2,225",659,"1,352",28,"2,039",420,"1,125",17,"1,562",719,"1,030",43,"1,792",453,"1,453",10,"1,916",492,"1,315",12,"1,819",828,"1,065",14,"1,907","1,022",774,17,"1,813",538,"1,018",168,"1,724",466,"1,226",63,"1,755",848,860,49,"1,757",396,"1,263",117,"1,776",426,"1,310",48,"1,784",663,966,55,"1,684",379,792,535,"1,706",351,"1,123",149,"1,623",296,"1,122",77,"1,495",247,"1,196",24,"1,467",261,"1,136",21,"1,418",176,"1,168",39,"1,383",149,"1,140",54,"1,343",166,"1,291",14,"1,471",150,"1,227",21,"1,398"
